,business_id,latitude,longitude,review_count,stars,is_open,pos_reviews
11674,cRMC2eQ9CP6ivhEY8EdaGg,43.6641927,-79.3801959,37,3.5,0,34
11676,8GkANT5w7QF082uGBnzafQ,43.7579179,-79.4104695,46,4.0,1,39
11677,2rZy8hefL26IEpyA-sPQ-A,43.6462726,-79.3901619,104,3.5,1,94
11678,N3kWVpuWHuRwYG58u5cIKw,43.7290494,-79.4180197,39,3.0,1,23
11680,xEVtgU6QzSR_9Ui4evSZFQ,43.6643699,-79.4148269,9,4.0,0,8
11684,DpgEjiPK53TnHD_34oRugg,43.6655484,-79.409125,32,3.0,0,26
11687,WTdY3dXM6ylvyuynPMmjiw,43.6920166,-79.5315913,3,3.5,1,2
11690,Nz44ccUso3nq5S2OlQHNlA,43.7897194,-79.3029814,168,4.0,1,156
11692,vZgPmLKBD6-NM62wPzpkVQ,43.6457138,-79.4821243,3,1.0,1,0
11694,lf-H2l65FE0oluEco-m4KA,43.6760186,-79.3585359,45,3.5,1,35
11695,mQuDZwxxPe54MY4TT8lEPQ,43.6437829,-79.4214985,122,4.0,1,105
11696,ZAqRr1-DnfZU6jIYCJ455Q,43.6595671,-79.3848314,14,3.0,0,8
11699,D-VZVpuwirkMQCFzInZLcQ,43.7321202,-79.4617309,3,5.0,1,3
11702,3arvbgWru85P86FUE2cJhA,43.663504,-79.3280041,4,3.5,1,4
11706,D31Ed13QgyrV4Pe6DggVZA,43.6660075,-79.3180783,3,4.5,0,2
11707,KR8ErN2eKUlmohxmYDLBBg,43.6558307,-79.3934303,152,4.0,1,142
11709,KpgqaCEqXmxSc4ejb29KHw,43.6603665,-79.4325957,65,4.0,0,60
11714,MmwKWBBrR0NF05hGBxnWjA,43.6600106,-79.3948345,22,3.0,1,18
11715,qTN1OdhcXc6GdlpoFLezvQ,43.6897529387,-79.3489265442,3,4.5,0,3
11716,FhZaBOpSqf0pQmsEYxUPyg,43.647073,-79.4054383,38,4.5,1,38
11717,j-Z_HAev26ZftdErMhIBuA,43.6644506,-79.4137859,61,4.0,0,57
11725,NoJEYFY5WUNoP8DbGWZHcg,43.6457527,-79.3936601,56,2.5,1,33
11726,HNMQJKownMh2b4zx6MZr8A,43.6546346,-79.401892,3,3.5,1,3
11727,Eea3M2P6VnxHXWZg21gd-Q,43.7756724,-79.2581928,34,3.5,0,32
11728,nReu5muBDRmh3gAr7kWXKA,43.6466125,-79.4073567,44,3.5,0,36
11729,tHlJKmUECTlj2amcGG0TOQ,43.6478728,-79.4204573,115,4.0,1,107
11730,mDA6_CDxdyQ-_qO5RHloow,43.6472616,-79.3785998,396,3.0,1,285
11731,DtqSRW_cr1nm8yTdFVBnYw,43.8260765,-79.278128,30,3.5,1,26
11732,QGUeajuwtOSegh7JbrbuXA,43.6437183,-79.4223358,39,3.5,0,33
11733,G1XEyjiV7QThOgSrHaDcRg,43.7119868981,-79.3996310234,4,4.5,0,4
11734,wssONJTv6MEui3ShSzGzlw,43.8331852303,-79.2661103234,8,3.5,0,8
11735,RfRKUfYJq1aW-m2baBApxg,43.7524654,-79.2763646,17,3.5,1,14
11737,F6d4UcWRu2JpJX7NPBVS4w,43.6492348,-79.4244323,7,4.5,1,7
11740,O80rb1fWrFCwyAxExZ3NPw,43.7019167,-79.5035253,13,4.0,1,12
11745,RdLgUQf0vOsfYA8t9MRB3A,43.6383875842,-79.4200811908,5,4.0,1,4
11746,k3JMFhqUyfQte9Q0-MOmeg,43.6569386,-79.4028472,5,3.0,0,3
11747,BxF7p8LSgchlUTYhNAXQyA,43.6544758,-79.3911634,3,3.5,0,3
11750,ja37wTbrmYObsGw-_ZKZhg,43.6537471,-79.3954627,5,2.0,1,2
11752,aKESUG6MntqZNvC0DiFcJg,43.6466821,-79.3881743,68,3.0,0,53
11753,igo--IP_NBWIO_yGtBJ0Eg,43.764552,-79.4100088,18,4.0,1,18
11754,7NDpbeFYqQE28wKLBZKGFw,43.6653695,-79.387546,20,2.0,0,7
11756,vU6nl8Gn287SAxACP5jEFA,43.637498,-79.433707,3,2.0,1,1
11757,cA9LmSotIsN3C8zCI94--A,43.6581688,-79.4877396,83,3.5,1,69
11759,wh_td2_DBlD4KnFgFevW4A,43.6375567,-79.4563771,54,3.0,1,37
11760,MLfxCa6B5LgVDaKNQvvnzw,43.8354445,-79.2538336,32,1.5,1,7
11761,H6DatYLpe0lYdYb37JpMyA,43.6530612,-79.4279396,15,1.5,0,4
11762,ihDGggt-UFXKv0FJLskyDw,43.6537184,-79.3909035,9,3.0,0,6
11766,Q2xmQsHQHNkZsWoXHZ8l5A,43.6309217,-79.4227667,9,3.5,1,7
11768,OGSWuGLLW_8TBmQ_wWhdEQ,43.7378018,-79.5683367,5,4.5,0,5
11769,aBWyWwkxOgfVbEhz8dIQxw,43.6003193,-79.506907,13,3.0,1,7
11770,TIWy7NgltbZPhYJXaRhhHg,43.6421234,-79.4322405,7,2.5,0,6
11772,lAXl6dzbwJjnGcptldaOBw,43.6409229,-79.3766943,37,2.5,0,21
11775,J71vY4KgLxv06FGvcJvt2A,43.6519931,-79.4067119,22,4.5,1,20
11777,bLIcSIyyAuLTIBIQKRyQUw,43.6651845,-79.4686334,35,3.5,1,29
11778,BdbdSzLfrsroWj5hsCXxDQ,43.670746,-79.2961005,35,3.5,1,30
11779,qhagbvK-Pv4cGGghJ7gXBA,43.6558544,-79.3932809,118,4.0,0,112
11780,mWv7BIrpj_aG8pmGxWe3Vw,43.6790543,-79.4384877,8,3.5,0,8
11782,mFQTnqCaJwhK7OAu3u4A5g,43.6816111,-79.3328374,7,3.0,1,6
11783,1GulRRJaDG5SD5DfITqg-w,43.6606886,-79.4315503,32,4.0,0,26
11786,dF47LvoipaCACkZ4LAnBMQ,43.6697933283,-79.3829004333,23,3.0,0,14
11791,1ktzkEqz44ivm54hTEj4mw,43.6618962,-79.3374374,11,4.5,1,10
11792,Blp_HNEoFEiHcGMr6aSU5w,43.6882984,-79.3027832,7,1.0,1,0
11793,gWainRDwQaDg7YRZAaotdw,43.6553262,-79.41618,70,3.5,1,55
11794,hDnNHSd6XG4hHTnAn2kSKg,43.663423,-79.4187063,9,4.0,0,9
11798,S47qerKWSdrq2q6XwFgYrg,43.7684166,-79.1903065,7,3.0,1,4
11799,vVnccEZW4p9HlbUEucpUYg,43.6396283,-79.4420788,31,3.5,1,26
11802,kFlc2Sat1kZx4rN6g0hfgQ,43.7244555742,-79.4552618769,114,3.5,1,101
11803,bNZlSMiM8ly2pA4FX6EWXw,43.6573168,-79.3836382,49,3.5,1,45
11804,eJGxuOdOUuQZO8qDtw-OnQ,43.6469673,-79.4050707,16,3.5,0,16
11805,JQHCYP41w1agPZ3MlwnrhQ,43.6737538151,-79.2827384483,74,4.5,0,71
11807,EKnU3om0PXGdkWfGnTM9Zw,43.6469689,-79.4046574,7,3.0,0,6
11810,TiQBE6BdjSg9MF3UCvjXrw,43.7302453885,-79.2667273999,3,4.5,1,3
11811,73owjxW-v8fdZl4r_YAUFw,43.6430005,-79.3725505,19,4.0,1,16
11812,wjLaRqpdjy73o8AOADM1bg,43.6779562,-79.3902854,12,4.0,1,10
11813,bQBgNy86IIJaBpaQLxq_0Q,43.6934637,-79.3495404,7,3.0,0,5
11814,VtVqCy22D43vtN4WRDD93Q,43.6583645,-79.3830719,42,3.5,1,34
11817,hi4ySGEC3LOVr_KcfPO-iA,43.6558668,-79.3819145,3,2.0,1,1
11819,8kToK23uEo5su6VftV8ZOg,43.7120094,-79.3991297,54,3.0,1,36
11821,Xxr4n8peOKw0csYEgVl0hA,43.658666,-79.3883689,6,2.5,1,2
11824,KBSCJcWGk9QNPX9MTSlM3Q,43.6605376463,-79.3429580155,14,3.5,0,12
11825,qEQO8zzmQ7R1iVHd0Ttjjw,43.6630749477,-79.3840788595,28,2.5,1,15
11827,ye4WnwnMd6xWK22AoEa1oQ,43.6656338043,-79.489438422,4,4.0,1,4
11829,uzUm6WYUBPqX7rYcdNwH2Q,43.6507927728,-79.3771718862,4,4.0,1,4
11834,Ozv8Hi0TP9oWbvsPc1EoCg,43.7049477884,-79.4522543611,11,1.0,1,0
11838,3UOy3h-a-243W4fncskp9A,43.6592422,-79.348687,5,4.5,0,4
11840,kj4xzhQX55ajTFe9DG0YLw,43.6804382,-79.2896782,18,4.5,0,18
11843,Y8vH_HD8JiUXZWHecrvMPA,43.6609221,-79.3411326,125,4.5,0,118
11844,jc3p5SFyt9qrrMXt6E13ig,43.6552918174,-79.3853147815,573,3.5,1,541
11847,Ify_LNawRx4rou-M-FkIZA,43.6516225,-79.382267,5,4.0,1,4
11848,ZMmgFw2P4LWsFXNn1ZGc1g,43.672529,-79.3878412,12,3.5,0,12
11849,owyqzFdNleiX7_ic6KSqkg,43.7364519,-79.4370922,5,4.0,1,5
11850,AVgLQvegr5w1IeD5fv88qQ,43.6818149,-79.3319006,18,4.0,1,15
11856,P458E2QRUgrCTWZfKoO7bg,43.6609178,-79.3825773,22,4.0,1,21
11857,y4GgOCMonFP5G1eZEdbcYg,43.680955053,-79.3104485795,13,4.0,0,13
11858,uWWqoGI4LqyhA88_lMiqmQ,43.6133232264,-79.4892926986,6,3.5,0,5
11859,n-ps87_nlV56dKLD7Wep3w,43.6548838,-79.3874482,4,3.0,0,3
11860,AVLj5MSJD1si-Rl6X6qTXQ,43.6531088463,-79.39671278,243,3.0,1,172
11865,zb61eT_ChYctlCXcIqlW6Q,43.6501486153,-79.3906454023,169,4.0,1,147
11868,keRbHz0ERWTn2Y8sSHhraQ,43.6465177,-79.3800808,6,2.5,1,4
11870,gol8tETztQVNcjHW5K-NXA,43.7464754,-79.2865965,4,3.0,0,3
11873,to3pPWWD1-qNnZ_x5GsSzw,43.619572318,-79.5345478132,9,4.5,0,9
11874,c35qzLN6ItDpVIoj2uQW4Q,43.6475853,-79.3920316,360,4.5,1,352
11875,ENcvtcZKNcgCQnSNfYZQQg,43.6667781,-79.3853133,34,3.0,0,25
11876,-IXNFjtECsn8fqF047tYFw,43.6443652,-79.3993273,65,3.0,1,56
11877,YRYO4dkcA26k-cmCYxaY1A,43.6399501874,-79.4211192926,8,4.5,1,8
11878,ryI7UszOtakwc8goHI3ojA,43.6750119,-79.4069091,31,2.5,0,16
11881,0Eqjt54KPklmWTsly9ltyQ,43.7019106,-79.387368,14,2.5,1,5
11882,Y0NkII8gne1QEJbUCBi2tg,43.6486134387,-79.3874821331,153,3.5,1,126
11883,zA6gnF5aPBGoOm6uIbKt-A,43.6484618,-79.3883722,545,4.0,1,469
11884,u-Dst0PsuNvwzB_0o1JXBg,43.654178,-79.3981579,29,4.0,1,29
11887,H-EaRHT1tQXUl7vqYqiMgw,43.671015,-79.2960583,14,4.0,1,11
11888,8cJoGPscslBSdpHJ8e0MQA,43.7584335,-79.409785,3,4.5,1,3
11890,vC2VWfjDMtnQMELHx0tm5Q,43.6547603,-79.4216623,15,1.5,1,1
11891,iAdj2sx6LHWt6_zM7U3GLw,43.6825793,-79.4222757,19,2.5,1,10
11893,eaIVcOTMOeb8U2inN3UTzg,43.67775,-79.3516412,96,3.5,1,78
11896,9cL5xdhwARvX69aPvBiaQA,43.6670331,-79.3855816,3,3.5,0,1
11897,C4IhU9UpZfq9JjlLEo4B3A,43.6890598,-79.412591,9,3.0,1,7
11898,4FX9F9dWkbwSxDet19GVgQ,43.703934,-79.5631615,15,2.5,1,8
11899,ef1ejD90EiEXVwT87I6RRw,43.6101147578,-79.547312123,5,2.0,0,4
11902,OKUiKL_s5CrrLFAuEeB5MQ,43.7533992865,-79.2021917392,5,3.5,1,4
11904,Fa_U5Np2lS7pVu1u7iT8ow,43.7292603,-79.4031166,13,2.0,1,10
11905,kZVFHKfAEXgysJdyOkJ3EA,43.78716,-79.274093,4,4.0,0,4
11906,f8dJLMQ7UxV1mri5tbaJGA,43.6506671963,-79.3586906249,43,3.5,1,39
11907,sa3VEZBRrKGiIfkQvuNbww,43.667001,-79.3445535,40,4.5,1,37
11908,13i9_fvGykydL6wKxXq8FA,43.6407996,-79.4345882,65,4.0,1,61
11909,ngpwNIImAFfEl1wzaDDWGA,43.6725998,-79.3197753,49,3.5,1,43
11910,57A0dLJ8dvnFUgUTu0vBnw,43.6330599,-79.4225567,22,4.0,1,22
11911,yMqvTSsHkovlPHV8nDn0Ng,43.6478358,-79.3961224,3,3.0,0,3
11917,2j5hnwYzS-YLJn6IFqloCw,43.6486781,-79.3972345,4,3.5,0,4
11918,Q8fyNFjkQrG1_qxUxwI3vg,43.7081812,-79.38957,59,2.5,1,39
11923,-Q5b2LGivWP_ZBwSovGCRQ,43.6490436,-79.3915268,116,4.0,0,108
11926,sT9oX8vDwD9btDakUM2H5w,43.64426,-79.448125,22,3.0,0,12
11927,8-jTinNhI73jm88ZPr2viQ,43.6465177,-79.3800808,6,4.5,1,6
11928,GA_BaeEJoGt3Rao3XvWYKg,43.6561317,-79.3381451,15,4.5,1,14
11932,txu9xTY-ux48HS8m7eUofw,43.6672475,-79.3855441,132,4.0,1,112
11933,ugr3e-42ZVzaVnNWOH7JDg,43.7748786,-79.4132928,53,3.5,1,38
11934,dj2XkboYShGM9WvpkayJWA,43.7873477,-79.4690267,3,3.5,0,3
11935,E0QRR3IO5fs9gXst0lOfpA,43.6546916,-79.4157868,35,4.0,1,29
11936,zAhT9ZUPqbXFjvRrpONkNQ,43.6415449873,-79.5771749764,3,2.5,1,2
11938,8neBxgTFrzsZ3gT1lX9KAg,43.7860721876,-79.4697755395,29,2.5,1,19
11940,uANuB3YVqjRWychfyhXJvA,43.6655822,-79.4095666,48,3.5,1,45
11942,N9k36i5Ku_uAdJ9udMWKFw,43.6605393,-79.3700681,4,5.0,1,4
11943,Rx_YmoVKPWvzGuFuvd-57w,43.7739607549,-79.2302873429,10,3.5,1,9
11944,BjZb6QFZ8goOiWej_YfDdQ,43.6503753,-79.3878322,7,2.5,1,6
11945,_RNIwE0kF3FkICCiEi6MTA,43.7735228,-79.5173637,4,5.0,1,4
11946,Tn1_yYMtMeIprdBD4ouGFA,43.7731535,-79.4798624,8,5.0,1,8
11948,CwVE2bN5YscfeTQPZylruA,43.6892823704,-79.3489094451,6,3.0,1,6
11949,jIh5ZyFJr9zUJSqgBzjgfw,43.6526222,-79.4710037,3,5.0,1,3
11950,neK2pozkAHgJulKmLSU4NQ,43.6319647065,-79.5552534257,42,4.0,0,34
11953,KKUfGvyBDVqdZXXqS3uDrw,43.6655406,-79.409162,8,4.0,0,8
11954,FreZqucuLG0YVqpaQOYeqw,43.6490516,-79.3717741,3,3.5,1,3
11956,cuXCQM-9VwpZlSneEY1b3w,43.708002,-79.375814,71,4.0,1,63
11957,7DiGCzG9-Om3trB5iJYcjw,43.6527742,-79.3993997,45,4.0,1,40
11959,UTj2l1Cdc6PFdPzVtJDndg,43.647779,-79.395362,25,2.0,1,11
11960,Wcj5XPJarxcTgb9dloMACQ,43.6598084,-79.4346541,3,1.5,1,1
11961,T3FoYoEfmM2mn7Yeze9aTA,43.6682047,-79.3879168,78,3.0,1,53
11962,VtdFuMJ77JNGL49S1sVMUA,43.6591944632,-79.4382494688,9,4.5,0,9
11964,klu0zF1rWAoNAhKPsFyUog,43.7099783646,-79.3635408953,140,3.5,1,112
11966,04HfzvvANCF3hd-yx6ZACw,43.8036003113,-79.3356246948,64,3.0,1,51
11967,MlKNIbEM-JL9WesSdwf_Lg,43.6511809,-79.3842377,3,2.0,1,2
11968,XCUXCTHvY8QVR4xU0DF__w,43.6656887,-79.351097,88,3.5,1,76
11970,YiqMMUXr3GwswdVnlgGUKg,43.7688815,-79.185648,21,3.0,1,15
11973,6Li3eGHOHaqfR9E8oaI1yg,43.6672343,-79.3733947,84,4.0,1,78
11976,PgtOActam5PdtWn45dl-mQ,43.7461542504,-79.325213853,7,3.5,1,4
11977,3S8nDh3gK2BmG-_HjDjh6w,43.6145493,-79.4888952,41,4.0,1,36
11980,n_Z1kIqHyvzKQt9dVMFrtg,43.6509246826,-79.3654327393,7,3.5,1,6
11986,_i2KbUK_m3A_2A7ySXYJJw,43.7996867954,-79.1445521955,8,2.5,1,4
11987,9toB8IcyYEGFCDY_kPk_GQ,43.7896657,-79.1399388,9,2.5,0,4
11988,eRw6xkAVIAmXz_DUtnjt8g,43.649722,-79.380278,53,3.5,1,42
11989,CoACClz2tcPKNhEhkHaauQ,43.655245,-79.414143,39,4.0,0,38
11992,LK3HJH9LMAHTlO6U9rae4Q,43.6422286,-79.4286861,4,3.0,0,4
11993,PlsMu3_E4NdxJMjcuOHFqw,43.7451846,-79.2984802,17,4.5,1,16
11994,xpJEBXTCQh5Ib8BJrjt9Bg,43.6775849,-79.3511407,130,3.0,1,100
11997,4k7qmYCICJP_1FPLoDHDIg,43.636386,-79.540239,20,3.0,1,13
12000,lJpcz-Hv71kbk7bkhZz7FA,43.7102781,-79.3630118,6,2.0,1,3
12002,xRg5gMTotvkuhYvPpT5vxA,43.6719637,-79.419288,4,5.0,1,4
12003,p29R4kMODw155BAEZNtD7A,43.6808808,-79.2845966,6,3.5,0,6
12005,5Qcp-YbmUYHJ7eIvVDq1Nw,43.6485588,-79.3973128,10,4.0,0,10
12007,R8gLXnYYUT2Rr1SxRmZVyg,43.6249587292,-79.5079701394,11,3.5,1,8
12009,_-CX1DPDgK52-uHc4b_i7Q,43.6537166,-79.380338,5,4.0,1,3
12010,7xHhVn27WxjdPNsfLYQz5w,43.6499939,-79.3909968,114,4.0,1,102
12011,1y55p5EUl23naNsoC0clvg,43.6456599,-79.4115779,5,2.0,0,1
12014,ozEOZdrpZQSePYeSgZhPIA,43.6496172,-79.424082,51,4.0,0,46
12018,LmIGu7WPby4lm8MpELlOMw,43.6704775,-79.3872741,123,4.5,1,114
12020,jdbA0oUH8mGG8aSigNa-5g,43.6675136,-79.36912,19,4.5,1,18
12021,ls8PFMtycSEvQDOZ5UAoXA,43.6621072,-79.4062281,26,4.5,1,25
12022,fd0xELX7-1qth_yFl7Q9UQ,43.6529432,-79.4041094,8,3.5,0,7
12023,hnLvniU73W9Ni72Aym3A3g,43.6648437,-79.3859297,54,4.5,1,46
12025,Ielwatc9VDHFwSAgiK51ww,43.7794194,-79.4155057,4,3.0,0,3
12031,hTrrY-1Pb-dMGjCGpdtm4Q,43.7191247496,-79.459243454,5,4.0,1,5
12032,8jrCD-hEmJIx6bJhJKU_LQ,43.6956268,-79.4241465,3,3.5,0,2
12033,6D_rZE3vtdur2RR_QK0G6Q,43.6625882,-79.4223655,10,4.0,0,9
12034,zeOJYl5UW4D5u3Vcj6QAoA,43.6469981,-79.5131954,71,4.5,1,69
12035,sqn5jdCYgGLWxTYBbrhHpQ,43.7237097,-79.4937863,19,4.5,1,18
12037,fZDNuuFSnCtcXI3_RAFcSQ,43.655265,-79.4026203,118,4.0,1,102
12040,ezFIe-ZDKCl3wXzRjOs-dg,43.8148027,-79.2927491,6,3.0,0,5
12042,Jqq2XanLzqc3T8GS8Eo1EA,43.7783813477,-79.4150695801,27,3.5,0,26
12045,pIRTaUunW7nM3FI-ElN_Sg,43.7074296665,-79.3919424713,27,3.0,1,19
12046,UcUEUd7a-vnHk14HcVgpDg,43.6392865,-79.3808801,21,3.5,0,20
12048,14Dl61cUYP6ttjK5TRJ6cA,43.6751077,-79.4069061,4,4.0,1,3
12052,JrB6On8q8f1_ICQSCLg47w,43.657031,-79.381005,154,3.5,1,128
12055,hbvvM7OLGP3cjpeE53xHQQ,43.6390692,-79.4450189,3,5.0,1,3
12056,A-7Ye-fovEITMB0aUuEJ0g,43.6417059,-79.4471266,16,4.0,0,16
12059,9vLGuYpCoV9Od2b7hoBPrg,43.6773905,-79.3516951,48,4.0,1,40
12063,aRvCyCpwxgIqjXSSZ8pt3g,43.6646307,-79.4107376,36,5.0,1,36
12064,wNXw53wmePcf_V3rF18LUg,43.7093451,-79.3986959,426,4.0,1,388
12065,_w78YjNVPBpJMEqHTb3q0g,43.648528,-79.3833359,7,4.0,1,7
12066,dJkj8sUczLmiFGg7pQ0Ryw,43.6822277,-79.4240806,4,5.0,1,4
12067,XDO88u3vWV64uekyHQUjCw,43.6751174,-79.4548844,62,3.5,1,49
12068,i78im_1r1ZQbwqLjVxZxpg,43.6552598181,-79.3836292262,67,3.5,1,53
12069,BgftrM9F8Gp7VoCmmX2Guw,43.7094657,-79.3986252,8,3.0,1,5
12070,dQojkooHaWvyCor5qcAS6Q,43.7859729,-79.2760368,56,3.5,1,50
12073,DuZ5aPOFCiS8vRbjSOB98Q,43.7638501,-79.4113556,17,3.0,0,14
12075,WP2qPWJ4D3zzStq7myUA9A,43.6712047039,-79.3805888142,6,1.5,1,3
12077,F9tePBgROEAcd8xZqTZUfg,43.7731388,-79.2812074,266,3.5,1,228
12079,xs83mUKES48MPasGXwg-Rg,43.6491857,-79.39415,19,4.0,0,18
12080,HyN6Aj7xcGnIewNwaUko_g,43.6447213,-79.416234,30,3.5,0,26
12083,GTNhbajbPNao5ITndlYy6Q,43.654938,-79.4008335,123,4.5,1,113
12084,8yc5EEe3dSYlRJYoiRwccA,43.7006907,-79.4268879,10,5.0,0,10
12085,xeHaI3Qguo5YpeR0vh7hGg,43.7507415873,-79.4564428926,3,2.5,1,1
12086,UNlHO5PyA--hSM4SvbPGyg,43.6609761,-79.3410002,51,4.0,1,49
12087,Z8f5s3BsMzveANqdbFjXLg,43.6444547,-79.3854827,52,3.0,1,43
12088,uhb9APvtQP1IZyyoO7gK0A,43.7427345,-79.5870763,3,5.0,1,3
12089,awRW2hZfE1JFAzAiyNcEVw,43.7155387,-79.3930704,8,3.0,1,7
12090,irIovNOjRHVBV0uO5KX4UQ,43.6718145,-79.324716,4,4.0,1,3
12091,AQvJMVp8O5Bj141Ooy-xrQ,43.7026909,-79.3970377,43,4.0,0,42
12094,cdA3MPcoVPYLrZzhR0_rmQ,43.6695711906,-79.3015909195,17,4.5,1,17
12097,pRRs9xT5j6H1m2WxEjOHYA,43.6646122486,-79.324984476,7,5.0,1,7
12098,4SfADHMfFDiiXesW84-v6Q,43.6502249,-79.3899314,17,2.5,0,9
12099,2EY3L3lUFUBWu-4uVgzgqw,43.6978153,-79.5026788,6,4.0,0,6
12101,n6spiTwr-ilpKNGg2eCkgQ,43.6664195,-79.4039092,3,2.5,1,3
12102,g8tSgxDIbeTu5uEyqI7Kkg,43.6504175,-79.3848791,4,3.5,0,3
12104,BEFzTuJZ4i-Ai_Xkm29g6w,43.654787,-79.4021369,4,3.0,0,3
12106,bMKOBGQDBtEakrlTcJ2sgw,43.6469845233,-79.4006422162,31,5.0,1,31
12107,qKBCJqN6ZnpXf5Hc2lJqzA,43.6656219209,-79.3870541932,27,2.5,1,17
12109,nxzyOxgWh5gT_YNbVaBx6A,43.6390608,-79.4177271,3,3.5,1,2
12110,E_mRnwhHLuz6tgMBScw1mw,43.7462515,-79.2099108,39,4.0,1,36
12111,wCM0-gRwgIKBMnKKCTDarQ,43.7339563,-79.4331361,5,4.0,1,4
12114,j7MeCj35oocNkfvuWntDrg,43.7052968,-79.3614429,92,3.0,0,72
12116,pAF2wsESFO0SUJZbF3iyqg,43.6620008,-79.3833175,9,2.0,1,3
12117,9Auncrq-xGueTzgkGO1AkA,43.6558216,-79.3986901,12,3.0,0,9
12121,xRu_KfaJcowaKbr8nNnm0Q,43.7001443,-79.4284992,6,2.5,1,3
12123,g1BJJPqJz57vCIXpoqYoKg,43.6778264,-79.3512936,60,4.0,1,57
12124,hjk3ox7w1akbEuOgTJ03Bw,43.7541711,-79.3494929,72,3.0,0,56
12125,O_UC_izJXcAmkm6HlEyGSA,43.6759577693,-79.4011840224,436,4.0,1,382
12126,o4yA0qsBGnvVRqJ9ZbHhPw,43.7483048,-79.3485798,4,4.5,1,4
12128,JG9UpsFR6hrqQqsKh_RyaQ,43.6702150962,-79.3894335574,412,4.0,1,378
12130,a3xv_aV6lDU2qk0YShssEA,43.6585209,-79.442474,3,4.0,1,3
12132,GuLibC35vVqrgXsuZP3-ZQ,43.6540798848,-79.4135576349,8,2.5,0,6
12134,VqTSCejV20R5BCIbe-ORUA,43.654581,-79.4024681,16,4.0,0,16
12139,0_MI3uzOP0MMPNSfj5zB-g,43.6875682,-79.4388895,17,3.0,0,11
12140,vtrtF2hnF9ZeXiJNcAl81g,43.7693810878,-79.3870827007,12,2.5,1,7
12141,8Nxpj4nKlaZBsia1cBoq0g,43.6486266,-79.3717226,3,3.5,1,2
12142,vx2T3IspTj6Opxjn95xWRA,43.6443012324,-79.4001731068,278,3.5,0,227
12144,POkNk-y-sS2Od39kP5NN5Q,43.6723788,-79.4693778,18,3.0,1,13
12146,-PKUAor_Nz_IaNjP_jIwyA,43.6770684,-79.3981842,150,3.0,1,110
12147,mJqSZsjPkvvhJQxqdy0rQQ,43.6700829,-79.3891872,3,2.5,1,3
12148,5Qnl7wucN7udA_4zZKFbAA,43.7428539,-79.2220904,10,4.0,1,7
12151,C16ogi6ASv-sQW3SGScmNQ,43.6473981,-79.3939269,93,3.5,1,82
12152,aYGqrw1lJHs8Hw0kHC5TVA,43.6545896,-79.4009673,51,4.0,1,45
12154,ueQaZy0ov0WUKkSPmD1J-Q,43.7617019591,-79.4091007267,13,4.0,0,11
12156,vwVoksbTKehDP8ZGUQaVfQ,43.7210775,-79.6137669,35,3.5,1,29
12157,TwPd82uug0P8CPR7Q4p1AA,43.6708992,-79.3280776,3,3.5,1,1
12158,EluIN94_26TTrTdtGI2aBQ,43.66143,-79.338442,22,4.0,0,16
12159,cpjAqwVzGjDn6EpVl4n2mw,43.6197184222,-79.5001294112,4,5.0,1,4
12160,KT2E2HQtb0HA0zsjbVp2BQ,43.6703376703,-79.3942644297,159,3.0,1,117
12161,8naMr4xOmJAkIrSGjy9IPg,43.6864242131,-79.3090950698,68,3.5,1,56
12162,0cpLF0LFQHHRFNlL0iy_Aw,43.6877945164,-79.3950692564,149,4.0,1,131
12163,K_IfsWS_GfypdEvqeOMmeA,43.6467773359,-79.4196403027,16,3.0,1,13
12164,PzxaySdQuhULRTXhWwM8Kg,43.6597104,-79.4538046,42,4.0,1,36
12165,vI36C9W73Wn46fQ6tMZngw,43.6493163,-79.3927376,9,2.5,0,4
12166,ZLAADbW3nAOFuklVk5x7gw,43.6593533,-79.3894224,13,3.5,1,11
12167,rw8R85103t__U2YsvrtXiQ,43.7044949,-79.3744947,26,4.0,1,24
12170,Ibnirnlej1gHh9w3vkhNvQ,43.6436195,-79.4225347,9,3.0,0,6
12171,az3kw3vPJmNRS8FYJK2-Ng,43.6514248,-79.4041234,20,4.5,1,20
12172,Xhf3nW6UahoVpRMkVUlnJA,43.6613395795,-79.3383130385,175,4.0,1,165
12173,nOmR49imE4GtmwWVLkHS9A,43.6543909,-79.4022305,105,3.5,1,84
12174,RjbZHoxdGrl6bAsQgtJN_w,43.6496483,-79.3867037,14,4.0,1,13
12175,DD24n6ufY-_KWzdNZ1CKdw,43.6789424,-79.4740158,3,2.5,1,1
12177,MTasygZc2fP3rbuLuduIjQ,43.7688368629,-79.4134997204,31,3.5,1,24
12179,ECPWFe93D_VWHfsnkVBydg,43.6420723,-79.4299737,60,3.5,1,53
12181,D0l0u9DCnC62qmXaah4BWg,43.6719457,-79.3786297,6,2.0,0,4
12182,fvlFgK_WD226YJ-ZQkPAOw,43.7033552,-79.4139248,13,3.5,0,11
12185,Qme4ZWzZEdZUwnpo-sPPIw,43.6667336,-79.4045893,62,2.0,0,32
12187,LZ6l618KfwyPdPUurMV21Q,43.6690381,-79.3373474,6,2.5,0,3
12189,Cw4CAZ3t7X1S-0svpc4YWQ,43.6518348,-79.4084137,61,4.0,0,58
12190,V0eTUwFEIK7aAV_U_OnLEg,43.6816887,-79.4250487,67,4.0,1,62
